Order_ID,Product,Category,Salesperson,Region,Units_Sold,Unit_Price,Total_Sales,Order_Date,Customer_ID
2855,Smartphone,Electronics,Margaret Wilson,North,8,1336.21,10689.68,2024-05-07,dc19122c-8a6d-4060-aa02-080ddf202ff7
2856,Mouse,Accessories,Mrs. Heather Kim DVM,West,8,774.98,6199.84,2023-09-05,9c1393dd-3fd5-4361-b6f3-0e768e28b4d4
2857,Printer,Electronics,Lance Chavez,South,5,1217.57,6087.85,2024-11-13,cb53f274-ba79-4413-89ad-2e2ecaba4b0b
2858,Keyboard,Accessories,Elizabeth Hill,East,7,1883.53,13184.71,2024-04-09,840ca279-73aa-4428-a8ce-39c647827b7d
2859,Keyboard,Accessories,Tammy Klein,North,14,1655.93,23183.02,2024-09-12,2204bb52-befb-4a00-b6d9-4c1585eb9a58
2860,Printer,Electronics,Benjamin Heath,South,16,544.18,8706.88,2024-07-26,61ef9678-0cf6-4afa-8a15-d2b237b9aff0
2861,Laptop,Electronics,Dr. Tracy Ritter,West,2,1407.2,2814.4,2024-11-20,b1be8dd1-8274-41b5-b667-67452ae6b6e8
2862,Camera,Electronics,Amanda Mueller,South,3,1293.31,3879.93,2024-09-20,07251144-d098-4f68-82b5-866cbef032bb
2863,Smartphone,Electronics,Jerry Martin,West,3,407.55,1222.65,2023-08-16,a8654f38-3737-4d8e-81cc-ab186536b58b
2864,Mouse,Accessories,Jerry Martin,East,13,605.37,7869.81,2024-12-14,bd9f272f-866c-4a86-9997-9d99fece39a6
2865,Keyboard,Accessories,Margaret Wilson,East,4,1533.93,6135.72,2023-06-16,f07f98d6-eefd-48a6-985f-c3baf78adba3
2866,Printer,Electronics,Megan Hopkins,North,18,1700.59,30610.62,2023-10-08,7cfa8e55-2d61-41f8-9e7b-07f2e880cfb5
2867,Monitor,Electronics,Amanda Mueller,North,16,983.7,15739.2,2024-03-15,4a412087-8aeb-4e8f-9958-c960d46d453b
2868,Smartphone,Electronics,Pamela Miranda,North,13,409.73,5326.49,2024-08-11,4472e5a3-1bbd-40bd-9168-0273ff6e4c08
2869,Smartphone,Electronics,Marc Downs,West,20,773.26,15465.2,2025-03-24,26535936-b068-4ab9-86d6-ea1995027631
2870,Headphones,Accessories,Anna Robertson,North,17,1545.24,26269.08,2024-04-06,891707b4-2e1a-4ddc-bbce-5dd2fea9c7d2
2871,Monitor,Electronics,Amber Nixon,South,11,135.33,1488.63,2023-10-25,0c5b989b-87b7-44e6-b79a-e4ece54941aa
2872,Laptop,Electronics,Michael Morales,East,9,1847.59,16628.31,2024-12-14,a1c7e7d8-c016-42b0-9309-6c3004857a28
2873,Mouse,Accessories,Robert Johnson,South,2,813.06,1626.12,2024-05-24,96a8c50a-4bcb-4d2a-974e-b52c82f454e9
2874,Headphones,Accessories,Margaret Wilson,North,8,408.73,3269.84,2024-05-31,28b4d4b0-b1f2-47ec-b93c-2e476ef63aaa
2875,Monitor,Electronics,Lisa Kirk,West,1,1749.11,1749.11,2024-06-18,72c800ba-602c-4a6d-a165-ab4437d0e12a
2876,Smartphone,Electronics,Marc Downs,East,18,364.14,6554.52,2024-09-20,22dd7baf-c49c-4297-91e7-33bc0f71e1bd
2877,Tablet,Electronics,Cindy Jordan,North,4,1385.29,5541.16,2025-04-09,22301cd0-fe11-4e6c-920d-e183f69afc41
2878,Printer,Electronics,Ryan Hodge,North,20,1454.94,29098.8,2024-09-30,7bae5881-8950-455d-846a-59509e3eca9b
2879,Mouse,Accessories,Anna White MD,North,5,1807.96,9039.8,2025-04-08,a738f8ec-72e7-4a3b-a751-873ad25aa1ee
2880,Monitor,Electronics,John Montoya,West,1,1147.29,1147.29,2023-05-06,a22f4af4-3cf1-4a30-ba12-5d1d7ec3b607
2881,Printer,Electronics,Amber Nixon,North,8,1536.24,12289.92,2024-11-19,bf7c6be1-b154-4442-b096-6eb9502ddb66
2882,Laptop,Electronics,John Ball,North,1,1315.28,1315.28,2023-08-17,337b084b-c1be-410a-8cd5-bc14ac099b23
2883,Camera,Electronics,John Ball,West,10,1386.94,13869.4,2023-07-02,59fd8bd0-1122-4bb3-a494-fadbc9fb2f63
2884,Printer,Electronics,Anna Robertson,South,16,1244.59,19913.44,2024-04-02,5b5bf7bd-6786-4833-b64c-178ab5a56408
2885,Mouse,Accessories,Dr. Tracy Ritter,West,16,1842.88,29486.08,2025-04-17,42a3dcb1-ffd6-46aa-9baf-fcab218052e4
2886,Headphones,Accessories,Robert Johnson,East,8,331.59,2652.72,2023-08-09,6a9e3965-e9bf-49d7-8367-97ce2b671627
2887,Headphones,Accessories,Jeremy Clements,East,6,767.75,4606.5,2025-04-24,9640e4d3-6737-4a1a-a3b5-99ab4d2fb73d
2888,Laptop,Electronics,Elizabeth Hill,East,5,132.98,664.9,2023-11-12,7a906351-556b-49a5-87de-414d73e408d9
2889,Printer,Electronics,Kathryn Clark,South,13,293.8,3819.4,2023-10-14,73e2b90c-9758-4383-8982-0e98c1aa742d
2890,Mouse,Accessories,Mary Coleman,West,14,1773.06,24822.84,2023-08-04,2d99e27e-ead6-4f66-b686-3d1def605f78
2891,Camera,Electronics,Seth Howell,West,15,1907.13,28606.95,2025-03-26,9354f377-965b-48fe-af7e-20589e4e3b33
2892,Camera,Electronics,Anna White MD,East,11,1347.48,14822.28,2023-08-20,1fcdf926-e862-4300-a91d-979fabf39923
2893,Headphones,Accessories,Seth Howell,South,8,473.07,3784.56,2023-11-26,e897bf9f-89e9-41bd-a15e-d73877e9e3b1
2894,Monitor,Electronics,John Ball,South,20,758.66,15173.2,2024-04-04,b17d147d-1980-4e12-8bc0-96a4c7aa84bc
2895,Camera,Electronics,Jennifer Wilson,West,12,1305.8,15669.6,2025-03-04,e35b5236-f57d-4786-a792-01aa0eeb6a79
2896,Monitor,Electronics,Jason Barrera,South,16,261.87,4189.92,2025-01-21,7fb8257e-f134-40a3-8b66-9de96df6cf14
2897,Camera,Electronics,Amanda Alvarez,West,2,438.85,877.7,2024-11-25,f3921eea-c020-4338-97ad-7f541191c5a4
2898,Mouse,Accessories,Jennifer Wilson,South,13,1877.39,24406.07,2025-03-16,3987d955-9291-4ad1-9764-55191c65755a
2899,Printer,Electronics,Mrs. Heather Kim DVM,West,1,1403.24,1403.24,2023-06-23,c5bd9730-ebc7-4099-b24f-19e7c3573ff9
2900,Printer,Electronics,John Ball,South,9,1968.08,17712.72,2023-11-03,0aa3c3a3-1009-49a0-a4b5-1176b863eebc
2901,Headphones,Accessories,Stephanie Munoz,West,19,1574.62,29917.78,2023-11-02,84a44b2a-45d3-49f4-afb0-ea4955303b86
2902,Monitor,Electronics,Michael Morales,West,11,963.73,10601.03,2025-03-25,668c0f68-b279-48c2-89ef-e1550f9afb7a
2903,Headphones,Accessories,Jeffrey Bailey,West,11,1240.2,13642.2,2023-09-22,04374a11-e607-4003-ba2c-636c722cf849
2904,Tablet,Electronics,Ashley Thomas,North,4,1584.58,6338.32,2024-08-20,a534f75b-c256-48ca-8cab-4e10b20052c0
2905,Smartphone,Electronics,Tracy Hodge,North,2,696.44,1392.88,2024-07-27,76e68af0-8877-4a1c-a895-faa1b6e9b312
2906,Smartphone,Electronics,Cindy Jordan,East,7,1499.99,10499.93,2023-07-18,a159ca3c-b8d6-4051-a62f-d4954afa5208
2907,Monitor,Electronics,Amanda Alvarez,North,12,1265.3,15183.6,2023-07-20,2b79dbba-c5fd-460f-b096-746b0569e677
2908,Mouse,Accessories,John Lamb,West,16,710.31,11364.96,2025-03-30,6c4dd211-d7d6-4885-8cab-3a5bf7008999
2909,Headphones,Accessories,Margaret Wilson,East,4,1614.56,6458.24,2023-07-28,6bbac36e-8ff5-40b5-9760-328fad1670ce
2910,Headphones,Accessories,Michael Morales,South,14,280.96,3933.44,2023-11-12,70ed8d9e-2dff-4dd1-9da1-bd398881bf53
2911,Printer,Electronics,Jerry Martin,West,9,1395.43,12558.87,2024-03-05,c12555f6-0889-4327-9820-befbdb44d806
2912,Monitor,Electronics,Samantha Smith,South,15,239.28,3589.2,2025-02-13,5c37bc1f-5d51-4923-92e6-349305f2ddfb
2913,Laptop,Electronics,Amanda Mueller,West,16,789.77,12636.32,2025-04-11,810bd2c3-2fa1-4a6b-a079-a4b37e3f8076
2914,Headphones,Accessories,Amber Nixon,North,19,1391.84,26444.96,2023-09-05,86f0b11c-926c-4270-8f10-b454d2393190
2915,Mouse,Accessories,Anna Robertson,South,15,1793.28,26899.2,2024-08-02,c668e4fb-bd09-4132-a878-de4dd2c2f82b
2916,Camera,Electronics,Antonio Ellis,East,11,1976.24,21738.64,2024-04-05,aa0df577-c7c3-4c52-9910-a5613d1ab002
2917,Mouse,Accessories,Kevin Farley,South,5,1266.86,6334.3,2023-06-15,095e36e0-c2e2-4877-9155-6a680bc08cfd
2918,Printer,Electronics,Michael Morales,North,7,1925.07,13475.49,2024-06-26,58a64969-1ae0-4b46-85d8-690119d33ea0
2919,Mouse,Accessories,Margaret Wilson,North,12,1225.48,14705.76,2023-08-13,7ef28c32-9084-40ab-95db-1e243fecba84
2920,Camera,Electronics,Tracy Hodge,West,6,762.17,4573.02,2025-03-16,f7128a8f-bb11-45b9-b492-83639f5e64ed
2921,Keyboard,Accessories,Megan Hopkins,East,17,1813.35,30826.95,2023-05-20,62e5f14c-8de2-4e6e-afca-b5936f647c00
2922,Laptop,Electronics,Lisa Bennett,East,6,151.42,908.52,2023-12-26,5618cc10-35f9-4350-97ce-02792a49ce0b
2923,Monitor,Electronics,James Noble,East,9,925.42,8328.78,2023-06-27,a26f1723-4e0c-4f74-b546-6c7f6a7e8265
2924,Printer,Electronics,Lisa Kirk,North,9,1512.5,13612.5,2024-06-08,e29b9b7d-9f12-4307-a39b-1ac4cccab861
2925,Camera,Electronics,Antonio Ellis,North,11,1124.98,12374.78,2023-05-20,ed5a5412-e548-45c5-9b93-969c871b33e3
2926,Headphones,Accessories,Jack Perry,North,19,87.46,1661.74,2025-03-23,49a6ef81-4eb1-4c6a-be7b-933c61f38f11
2927,Printer,Electronics,Megan Hopkins,West,13,807.37,10495.81,2024-02-12,45068e1c-ce68-413c-99b5-b7d839aa8a2f
2928,Keyboard,Accessories,James Noble,West,11,765.25,8417.75,2023-09-14,dbf51532-200f-4607-9b71-8c666282800b
2929,Tablet,Electronics,Elizabeth Hill,West,11,308.06,3388.66,2024-06-30,1a32ae87-a8ec-4801-b3ba-5da6d357b35a
2930,Mouse,Accessories,Seth Howell,East,18,426.16,7670.88,2024-07-02,8e5e6792-745c-4a9f-afce-c873524373d8
2931,Keyboard,Accessories,Benjamin Heath,North,15,1841.61,27624.15,2025-01-11,49b7e29b-28ca-4314-8e22-8d7561e0ff03
2932,Smartphone,Electronics,Antonio Ellis,East,17,1796.85,30546.45,2023-07-18,3585be74-0730-4f9c-9bae-8f9a16bdeb68
2933,Laptop,Electronics,Amanda Mueller,North,8,195.11,1560.88,2024-03-15,e5e46005-78bf-4883-92ad-d2e779477bbc
2934,Mouse,Accessories,Kevin Farley,South,19,1612.84,30643.96,2023-05-12,206ef1b1-af54-4ea9-b30f-7e8d56edaf0a
2935,Smartphone,Electronics,Kevin Farley,North,1,1486.18,1486.18,2024-10-23,577ec365-23ac-4800-881a-4ff21ddce70a
2936,Mouse,Accessories,Jack Perry,North,5,1186.37,5931.85,2025-01-21,1a8274f8-3597-4474-94f8-d178bb93a89c
2937,Camera,Electronics,Dr. Tracy Ritter,East,4,1244.5,4978.0,2023-09-05,1450cf79-f17b-4fc1-b0cd-e3545a037441
2938,Laptop,Electronics,Kathryn Clark,South,7,1840.1,12880.7,2024-11-09,bb8e03f9-e611-49de-b451-6536c5ee9778
2939,Smartphone,Electronics,Mrs. Heather Kim DVM,North,3,57.49,172.47,2023-07-31,d311e03d-6af8-4d42-b70d-8ac9ac2c8f5b
2940,Monitor,Electronics,Mary Coleman,North,3,804.46,2413.38,2024-11-27,d08c06bc-521a-41f8-bd1c-7cdaa8b4ab0c
2941,Tablet,Electronics,Megan Hopkins,West,7,1431.06,10017.42,2024-11-26,bfc853b5-d03b-4a6b-b7bc-5d7d1812b148
2942,Camera,Electronics,Lucas Li,South,16,611.72,9787.52,2023-10-21,49afadc2-fe65-4509-9303-280218a795db
2943,Laptop,Electronics,Anna Robertson,South,17,62.31,1059.27,2025-01-21,5c802fb6-57c0-450a-8560-1acc3da4ea53
2944,Headphones,Accessories,Megan Hopkins,East,5,1762.44,8812.2,2023-07-29,191bdfdb-1de6-41ff-9be6-da5daf0c3ca4
2945,Monitor,Electronics,James Noble,North,3,416.99,1250.97,2023-08-15,5dc032d6-ec97-4eca-b8e6-8c2d15441529
2946,Mouse,Accessories,Jeffrey Bailey,South,6,819.6,4917.6,2025-04-15,0bf42a73-92d4-42f2-84d4-3999964924f7
2947,Keyboard,Accessories,Lucas Li,West,17,1299.16,22085.72,2024-02-08,c366c3f5-54f9-41ad-9c47-db559ca9f927
2948,Monitor,Electronics,Elizabeth Hill,East,12,1484.11,17809.32,2023-07-24,a27eac13-ea8d-4b90-89c3-0e7b57a02b46
2949,Tablet,Electronics,John Montoya,East,10,1520.88,15208.8,2024-03-30,800b037e-3014-418e-af1c-8e592c7e7180
2950,Smartphone,Electronics,Nathaniel Crosby,North,16,721.24,11539.84,2024-12-23,99116c46-5f50-4630-9d07-4ade24ed2643
2951,Laptop,Electronics,Jack Perry,West,3,1364.37,4093.11,2024-06-18,e38e85b8-60f3-4778-a9c7-01be35edeb4f
2952,Camera,Electronics,John Montoya,North,11,1196.87,13165.57,2024-10-02,1784338a-5ac5-4fdb-85fc-9b70ec0e2abf
2953,Mouse,Accessories,James Noble,North,19,561.75,10673.25,2023-07-24,78241602-328e-4bf5-bea1-24d74e586346
2954,Mouse,Accessories,Anna Robertson,East,16,772.36,12357.76,2024-01-06,002efcaa-3501-4d6d-99b1-e1aec6faeab4
2955,Keyboard,Accessories,Jeffrey Bailey,West,11,1114.54,12259.94,2023-07-10,d20437da-3c3b-4c15-bcfd-257d621dba19
2956,Monitor,Electronics,Pamela Miranda,South,2,1397.19,2794.38,2023-05-18,cdbb1dea-4876-4579-b934-961234d766c3
2957,Printer,Electronics,Robert Johnson,West,11,1850.72,20357.92,2025-01-25,def3e57e-cb0c-45ab-adf2-7c3ad1f94c13
2958,Printer,Electronics,Robert Johnson,West,15,347.74,5216.1,2024-02-25,0c0f8dd8-d944-41a7-8b9e-fd9706c413a6
2959,Printer,Electronics,Tammy Klein,North,5,1587.12,7935.6,2023-07-27,e54ab5e7-110c-4011-abd3-0c1bef4e71df
2960,Printer,Electronics,Dr. Tracy Ritter,South,13,763.13,9920.69,2024-12-03,9b2593b1-70e9-4f66-ab26-a64071821f04
2961,Printer,Electronics,Antonio Ellis,South,5,1206.23,6031.15,2024-01-21,da01e331-f97a-4eaa-9554-dff0a03c2f9a
2962,Headphones,Accessories,Mary Coleman,North,1,813.02,813.02,2025-01-31,4c643684-07b8-474c-a36b-9f3d454abe64
2963,Headphones,Accessories,Benjamin Heath,East,7,92.28,645.96,2023-06-11,98ba01e8-3035-46de-acb5-a7273256a6df
2964,Printer,Electronics,Jerry Martin,East,18,591.46,10646.28,2024-09-21,fff85b1e-7218-4a49-8bca-3182dccee3b5
2965,Monitor,Electronics,Lisa Bennett,West,14,898.46,12578.44,2024-11-19,a194f04b-06e9-4808-b897-2681c967b080
2966,Headphones,Accessories,Lisa Bennett,North,12,1924.81,23097.72,2024-04-16,f4ee8977-79ff-4dde-9801-d3917ac7e177
2967,Smartphone,Electronics,Cindy Jordan,West,20,614.18,12283.6,2025-02-03,7238ff94-87a0-4077-91be-428b4cb60747
2968,Monitor,Electronics,Ryan Hodge,West,7,861.87,6033.09,2023-07-20,b43604ad-7b58-468c-b512-4959ea1ff504
2969,Laptop,Electronics,Amanda Alvarez,South,11,1279.4,14073.4,2024-11-15,6ca1993a-6bb3-4455-95da-04366e408240
2970,Printer,Electronics,Jack Perry,North,20,302.38,6047.6,2024-10-31,405c95b3-a191-4ea9-b2f6-4eaa8da9ee50
2971,Keyboard,Accessories,Lisa Kirk,East,5,770.66,3853.3,2024-03-05,5eefe8d9-a089-4c08-a224-170804198a1e
2972,Camera,Electronics,Kevin Farley,North,15,771.52,11572.8,2023-11-25,49703efb-8839-40f3-84ff-e204db6f522a
2973,Monitor,Electronics,Mary Coleman,East,8,1824.78,14598.24,2023-04-29,bb183a57-e77b-4cf8-8113-93b7c15ddf53
2974,Mouse,Accessories,Dr. Tracy Ritter,West,9,1132.24,10190.16,2024-03-14,fad46348-8458-4cb3-9f33-c78d7aec081c
2975,Mouse,Accessories,James Noble,South,5,1932.67,9663.35,2025-04-26,8f27b206-c05f-42d1-abbd-cf7ac799f021
2976,Monitor,Electronics,Kathryn Clark,South,8,1002.75,8022.0,2024-05-28,5fd8a9f6-8058-4442-a9ed-2d92c97b348d
2977,Camera,Electronics,Tracy Hodge,East,17,1767.42,30046.14,2024-01-04,2aff3530-357a-425b-a4b4-985fe67b4b5d
2978,Printer,Electronics,Jeffrey Bailey,South,20,677.23,13544.6,2025-01-28,94ceedb0-30cf-41d7-be0b-807a141b4a2e
2979,Tablet,Electronics,Lisa Bennett,West,20,1805.84,36116.8,2024-04-24,04a357e0-df2d-426c-a030-5f4c496866c7
2980,Keyboard,Accessories,Kevin Farley,West,13,1565.99,20357.87,2024-09-20,902b7343-304d-49bf-90d5-d12d6ef53390
2981,Keyboard,Accessories,Kathryn Clark,South,12,1703.16,20437.92,2025-04-04,47094ec2-8888-4e22-b1b3-407797f1beb9
2982,Laptop,Electronics,Jeffrey Davis,South,8,1284.49,10275.92,2023-11-15,b4a8e7d5-a3ca-4fe2-8e03-b196fe455079
2983,Mouse,Accessories,Adrian Allen,West,18,334.93,6028.74,2025-02-18,e78d59de-9943-492b-ae2e-2e56597c82d4
2984,Keyboard,Accessories,Cindy Jordan,West,11,1229.3,13522.3,2023-05-15,874b360b-7c4c-42e5-bc07-b19630b1406a
2985,Tablet,Electronics,Megan Hopkins,South,20,1229.91,24598.2,2024-07-15,7d8fddc0-f452-4f89-9ab9-47c5b9072666
2986,Keyboard,Accessories,Seth Howell,North,7,1070.83,7495.81,2023-07-31,913a7e43-88a5-4de2-a512-4ddba7204454
2987,Tablet,Electronics,Margaret Wilson,South,13,874.83,11372.79,2023-11-16,1e552e15-85b9-4ff1-bcd1-729bca216cfd
2988,Laptop,Electronics,Amanda Alvarez,East,7,330.92,2316.44,2025-04-28,40dd172b-9140-423f-8140-3ca9aafe4a49
2989,Laptop,Electronics,Tracy Hodge,West,3,768.83,2306.49,2023-10-10,82a29c6c-cb79-44f2-9a6b-da4b5a2101f6
2990,Headphones,Accessories,Anna Robertson,West,18,356.11,6409.98,2023-06-04,ff768751-e0a6-4654-8193-2ebbef297da1
2991,Camera,Electronics,Jeffrey Bailey,East,4,1876.96,7507.84,2024-02-28,d3b6ec17-0c8f-497b-9266-e577197035a4
2992,Camera,Electronics,Benjamin Heath,South,20,934.0,18680.0,2025-02-06,94843d3d-84af-42d6-ac22-e943743810d5
2993,Headphones,Accessories,John Lamb,South,11,1914.41,21058.51,2023-05-18,9ec3e0ca-d359-4ee2-b644-530fbbac5330
2994,Smartphone,Electronics,Nathaniel Crosby,East,18,980.35,17646.3,2024-10-15,06767777-e6a5-4653-b3b8-8e6978b45aff
2995,Headphones,Accessories,Cindy Jordan,West,18,99.66,1793.88,2023-07-15,dd6dc89e-fa68-4b0c-bec6-624fdfede29d
2996,Printer,Electronics,Stephanie Munoz,East,13,397.1,5162.3,2023-12-12,bb51cd36-9e4d-47d1-8b0f-3b22f2329fb5
2997,Laptop,Electronics,Stephanie Munoz,East,11,1152.95,12682.45,2023-08-18,752c30e7-fc5e-463b-8505-f4aaf9629c53
2998,Laptop,Electronics,Taylor Hill,North,5,1018.52,5092.6,2023-10-20,b4c24114-5142-425f-97c1-da15f62eaa3a
2999,Smartphone,Electronics,Amanda Mueller,South,4,1069.42,4277.68,2023-05-09,37fd71dc-05cb-4516-92cc-3c0f6e7cebb6
3000,Monitor,Electronics,Ryan Hill,East,12,709.41,8512.92,2024-10-30,d831a25b-4e11-4ff1-94ac-f38d8ec39b72
3001,Printer,Electronics,Lisa Kirk,North,16,831.09,13297.44,2024-11-25,8df92c68-2cbc-4e1e-b3ce-4053bfd38b0e
3002,Laptop,Electronics,Ryan Hodge,West,13,1404.44,18257.72,2024-12-15,825d5b91-3a60-4f9b-8a60-464e87eca548
3003,Tablet,Electronics,Ryan Hill,South,15,360.17,5402.55,2025-03-24,203656a1-c3f1-40e8-8ff1-d1861d385125
3004,Keyboard,Accessories,Pamela Miranda,South,2,1307.28,2614.56,2023-12-15,e7f501b4-8f10-43f3-b17d-e90abaee86a2
3005,Tablet,Electronics,Tracy Hodge,North,8,983.45,7867.6,2023-08-07,ffb72356-2ef4-4a7e-9a2e-8f4e8985bbf1
3006,Laptop,Electronics,Pamela Miranda,South,5,1911.12,9555.6,2023-10-20,aa36fd04-d853-4c69-98e9-5dfffbe2ef3a
3007,Headphones,Accessories,Taylor Hill,East,11,805.67,8862.37,2023-12-02,9b0f11d1-4270-4da3-aaf4-ce001f1f1560
3008,Printer,Electronics,Tracy Hodge,East,16,95.85,1533.6,2024-05-07,c62193dd-5b71-45a5-a211-bb64d7c7974b
3009,Printer,Electronics,Jennifer Wilson,North,2,440.24,880.48,2024-03-31,ee0583b5-40a9-4a7f-8d04-77340a563a11
3010,Laptop,Electronics,Mary Coleman,South,19,1008.36,19158.84,2023-12-03,f419bca0-fd27-4644-a793-4fedb6ad6454
3011,Mouse,Accessories,James Noble,North,19,1769.21,33614.99,2024-08-06,2ab0cd7b-a5ed-41ea-af92-ef1c13d5459a
3012,Tablet,Electronics,Jerry Martin,West,7,346.9,2428.3,2023-09-10,c4df5d2f-664f-40f5-872b-16ffd5fd9f83
3013,Laptop,Electronics,Dr. Tracy Ritter,East,9,1134.71,10212.39,2025-01-29,fe25c39c-8491-465d-835f-e96052c056ba
3014,Tablet,Electronics,Jeremy Clements,South,7,1520.63,10644.41,2023-06-08,f143f23b-1a4f-45d8-9df5-f16c58b98b8e
3015,Keyboard,Accessories,Lisa Kirk,South,11,1800.96,19810.56,2023-11-11,d9e0574a-f20f-4638-afc4-14b9ab32c567
3016,Printer,Electronics,Samantha Smith,East,15,106.19,1592.85,2024-03-03,256716bc-4167-4d94-b93c-2a13658007e6
3017,Tablet,Electronics,Amber Nixon,West,7,410.42,2872.94,2025-02-02,c7a94a7f-b716-4d0e-8422-bfcccd09ce94
3018,Laptop,Electronics,Jeremy Clements,North,7,440.28,3081.96,2024-08-11,e4747783-462a-4b09-9a8d-e2dc93f465fa
3019,Keyboard,Accessories,James Noble,South,19,1644.83,31251.77,2023-10-23,2773f153-9fef-41c6-afc9-4d97fa0bc153
3020,Mouse,Accessories,Robert Johnson,North,8,1155.35,9242.8,2024-07-30,7d730908-c851-4de5-9919-ea5f5e0050ef
3021,Keyboard,Accessories,Mary Coleman,North,10,74.1,741.0,2024-04-16,0905d618-8617-4eb2-8742-87b0cd22cefd
3022,Headphones,Accessories,Lisa Kirk,South,16,1896.25,30340.0,2025-02-24,c82f4e85-b544-4b76-9ac2-03cc275aa845
3023,Printer,Electronics,Seth Howell,East,15,1969.25,29538.75,2023-12-25,b9252e03-061b-47ce-a5ca-511c3e775b2b
3024,Headphones,Accessories,Lisa Bennett,West,18,1213.64,21845.52,2024-05-31,f62bc06e-596f-419a-88ec-560edad25611
3025,Monitor,Electronics,Kevin Farley,North,1,1712.73,1712.73,2024-08-16,83dc657c-babd-4b81-aad4-0247599faa31
3026,Laptop,Electronics,John Montoya,East,1,641.72,641.72,2024-10-30,05a7ef5b-890e-4830-8af8-a1ffe57ae724
3027,Printer,Electronics,Seth Howell,South,4,154.4,617.6,2024-05-16,bca64740-6252-4379-b4cb-136b0fde83b3
3028,Monitor,Electronics,Stephanie Munoz,South,14,1496.6,20952.4,2023-05-28,0704180b-c0bf-4975-8fb3-3ad8f09fdf57
3029,Mouse,Accessories,Kevin Farley,East,14,1324.57,18543.98,2023-12-14,ac745397-3965-45b8-939b-750de6336a3c
3030,Keyboard,Accessories,Amber Nixon,North,4,639.0,2556.0,2023-08-14,e531d6f6-4963-4955-9fe0-666046daa9e4
3031,Keyboard,Accessories,Robert Johnson,South,4,1842.84,7371.36,2024-03-07,f73fd82c-03cd-4982-96d5-1bf14c7f4baa
3032,Laptop,Electronics,Jeffrey Davis,South,1,269.54,269.54,2023-06-29,2e7ea51f-5667-444d-a491-69621f186aab
3033,Monitor,Electronics,Robert Johnson,East,9,93.99,845.91,2024-06-10,00b00bf0-619e-461d-abbe-9bf153da1ac0
3034,Camera,Electronics,Kevin Farley,South,7,177.06,1239.42,2024-12-21,7584ac9f-ff2f-4056-a00e-e07540e90a09
3035,Printer,Electronics,Tracy Hodge,North,16,893.35,14293.6,2024-04-22,ae68bc81-9393-4cfa-9aff-ebfa3149464d
3036,Camera,Electronics,Tammy Klein,South,1,1174.68,1174.68,2023-06-30,e0731d58-9407-42d9-9a2e-a1373e2e4f70
3037,Laptop,Electronics,Antonio Ellis,North,9,1434.31,12908.79,2023-05-03,89fb0e6d-f80b-417c-8535-4ac67d55e1b5
3038,Camera,Electronics,Megan Hopkins,East,1,1358.92,1358.92,2024-03-30,760154ec-9b62-4068-b977-1307b9fef774
3039,Monitor,Electronics,Marc Downs,West,1,1991.88,1991.88,2024-08-15,518aca93-f139-42ac-a0ac-586d7ada1b44
3040,Laptop,Electronics,John Ball,West,18,1906.69,34320.42,2023-08-26,f8ce6bf1-b465-41d7-bcc8-c1b76acf88d1
3041,Camera,Electronics,Pamela Miranda,North,10,759.87,7598.7,2025-03-25,ae8ef937-6b8f-4e9a-88fe-ec21eae12f6c
3042,Mouse,Accessories,Robert Johnson,West,18,369.59,6652.62,2023-09-19,402d57ba-bd8b-48aa-a5c0-f7411f89cdc2
3043,Mouse,Accessories,Seth Howell,South,11,1483.63,16319.93,2025-03-23,2ddda12e-4082-4a28-a18c-e435956dd181
3044,Mouse,Accessories,Tammy Klein,South,19,833.47,15835.93,2023-12-30,ae0bfe61-90d8-4c50-b0ec-0e2c88e34510
3045,Camera,Electronics,Adrian Allen,East,5,1637.74,8188.7,2024-06-17,ef44a5b8-e647-48bd-b1a3-a8168e960965
3046,Camera,Electronics,Anthony Stevens,West,12,1924.7,23096.4,2025-04-22,749455ec-c1fa-4258-9597-b9300b14b18d
3047,Smartphone,Electronics,Lucas Li,East,5,698.97,3494.85,2024-02-12,3c76f37c-19b1-452a-b859-b262bf58cd41
3048,Mouse,Accessories,Stephanie Munoz,West,15,1519.72,22795.8,2024-03-04,9c3207cf-f977-451f-afd8-d54d2a2895c7
3049,Headphones,Accessories,Lance Chavez,East,17,1840.68,31291.56,2023-09-17,218c7b22-1f7f-48ee-9386-3b124366251b
3050,Headphones,Accessories,Lucas Li,East,18,1283.76,23107.68,2024-07-18,8529f536-34de-461b-8ad4-be4467b937cb
3051,Headphones,Accessories,John Ball,South,7,1658.14,11606.98,2023-05-21,7414cef4-a813-4dcd-a1a0-0834d14fcf4e
3052,Printer,Electronics,Ryan Hill,West,4,1981.48,7925.92,2024-11-17,2d5f5ec3-73b9-402e-962c-e3f49fc31f6c
3053,Tablet,Electronics,Lance Chavez,North,19,57.88,1099.72,2024-09-02,913d5167-f8ec-43df-8ef8-2878bd2f7149
3054,Tablet,Electronics,Antonio Ellis,South,8,1383.82,11070.56,2023-09-12,cebd4948-aa6e-410f-ab2c-53862fbe9591
3055,Mouse,Accessories,Lisa Bennett,North,11,1477.12,16248.32,2024-07-19,9160a236-33cc-46e5-9ebd-2f436d8e3aa5
3056,Mouse,Accessories,Jennifer Wilson,West,17,1330.94,22625.98,2024-03-22,0989c6dd-c53f-4931-bd12-c8934c10c846
